component	4	8	16	32	64	128
PoT_mac	45.2340	45.3757	45.3600	45.3403	48.4391	48.4342
PoT_deq	33.2640	16.9470	9.0090	4.6266	2.4511	1.2620
PoT_acc	79.4745	39.7373	19.9001	9.9461	4.9711	2.4875
FP8_mac	45.2340	45.3757	45.3600	45.3403	48.4391	48.4342
FP8_deq	92.2320	46.9192	24.0109	12.1354	6.2035	3.1392
FP8_acc	79.5690	39.8002	19.8686	9.9343	4.9750	2.4855
